Date,Open,High,Low,Close,Adj Close,Volume,Growth% of Close from previous day
2010-01-11,158.570007,159.440002,156.485001,157.470001,147.386734,1032970.0,-0.1841671417783253
2010-01-12,157.470001,158.979996,154.800003,157.179993,147.115311,1534080.0,-1.5269080715635308
2010-01-13,155.5,157.365005,152.835007,154.779999,144.868973,934880.0,0.7559103292150767
2010-01-14,157.0,158.100006,155.024994,155.949997,145.964081,1520300.0,-2.205836528486751
2010-01-15,155.5,156.75,152.0,152.509995,142.744354,1165560.0,-0.5671700402324473
2010-01-18,152.5,154.785004,151.0,151.645004,141.934769,1561220.0,-2.014578732841068
2010-01-19,152.699997,152.699997,147.309998,148.589996,139.075363,852620.0,-0.8445985825317763
2010-01-20,148.005005,149.380005,146.580002,147.335007,137.900742,1596560.0,-0.5769205956599163
2010-01-21,147.300003,149.380005,145.5,146.485001,137.105164,1417400.0,-2.2425531471307525
2010-01-22,145.0,145.0,140.0,143.199997,134.030457,3423490.0,0.8729050462200778
2010-01-25,144.449997,145.600006,140.0,144.449997,135.200455,2196320.0,-1.6268543086227887
2010-01-27,143.600006,144.485001,140.289993,142.100006,133.000931,2767580.0,1.7733911988715756
2010-01-28,142.5,148.994995,141.009995,144.619995,135.359573,3399690.0,1.8565883645619043
2010-01-29,142.0,152.5,142.0,147.304993,137.872635,3314050.0,2.2707994697776446
2010-02-01,144.625,152.490005,143.360001,150.649994,141.003448,2688440.0,0.4712957373234404
2010-02-02,151.800003,153.804993,148.509995,151.360001,141.668015,2939510.0,-0.8027199999820368
2010-02-03,151.600006,153.5,149.710007,150.145004,140.530807,1224590.0,-0.15319257642431475
2010-02-04,151.199997,151.5,147.0,149.914993,140.315521,5378300.0,-1.6842838394422768
2010-02-05,149.0,149.970001,145.600006,147.389999,137.952194,3625520.0,2.5680195574192353
2010-02-08,149.800003,152.300003,147.110001,151.175003,141.494873,1833970.0,2.0241428405991213
2010-02-09,151.800003,155.100006,149.5,154.235001,144.358871,1626630.0,-2.12662429327569
2010-02-10,153.5,153.595001,150.300003,150.955002,141.288925,1390320.0,0.7154463155848118
2010-02-11,151.899994,153.449997,151.0,152.035004,142.299774,841350.0,0.5097470842964696
2010-02-15,151.884995,153.994995,150.600006,152.809998,143.025146,790530.0,1.0699620583726441
2010-02-16,153.014999,156.300003,152.759995,154.445007,144.555466,1686250.0,-0.17482209703289414
2010-02-17,154.300003,157.0,152.910004,154.175003,144.30275,1427580.0,0.21728035899567957
2010-02-18,155.899994,155.899994,153.309998,154.509995,144.616272,491460.0,0.3074273609289856
2010-02-19,153.210007,156.369995,151.714996,154.985001,145.060883,1234270.0,-0.9065386914440859
2010-02-22,156.199997,156.679993,153.119995,153.580002,143.745834,589910.0,2.252891623220582
2010-02-23,153.5,157.860001,153.5,157.039993,146.984283,1664490.0,-2.7317837437753894
2010-02-24,156.600006,157.190002,152.199997,152.75,142.968994,1546110.0,-0.44844386252046303
2010-02-25,152.0,154.5,150.5,152.065002,142.327866,1763060.0,1.2527530825271707
2010-02-26,151.800003,157.899994,150.899994,153.970001,144.110855,1603740.0,0.7631376192561068
2010-03-02,154.699997,156.789993,153.115005,155.145004,145.210617,1616660.0,0.6703367644374852
2010-03-03,154.199997,157.850006,153.005005,156.184998,146.184036,2654430.0,1.5974613643750784
2010-03-04,155.850006,159.5,155.014999,158.679993,148.519272,1249950.0,1.6322227843808916
2010-03-05,158.5,161.820007,157.024994,161.270004,150.943451,1432040.0,1.6711055578568803
2010-03-08,162.0,164.979996,161.100006,163.964996,153.465851,1622100.0,0.9239777007038662
2010-03-09,163.5,166.199997,163.020004,165.479996,154.88385,1321800.0,-0.6707765450997539
2010-03-10,165.5,166.199997,164.0,164.369995,153.84494,846760.0,3.0084608811967195
2010-03-11,163.505005,170.589996,163.505005,169.315002,158.473297,2264970.0,-2.220718161760998
2010-03-12,170.0,171.0,164.494995,165.554993,154.954056,3116460.0,-1.9630939188889338
2010-03-15,165.0,166.300003,161.350006,162.304993,151.912155,1667150.0,3.0498211475231787
2010-03-16,163.800003,167.979996,161.300003,167.255005,156.545181,1126450.0,0.9087853604141658
2010-03-17,168.800003,172.289993,166.199997,168.774994,157.96785,2594110.0,0.5954703218653418
2010-03-18,168.725006,170.524994,168.524994,169.779999,158.908463,1078760.0,0.017669336892859603
2010-03-19,170.0,170.479996,167.5,169.809998,158.936615,1237280.0,0.46228314542468163
2010-03-22,168.199997,170.899994,167.610001,170.595001,159.671341,961970.0,-0.9144447321759505
2010-03-23,171.0,171.794998,168.119995,169.035004,158.211197,1388000.0,3.519979210933154
2010-03-25,169.0,177.0,169.0,174.985001,163.780197,3202560.0,1.1343829406269998
2010-03-26,175.5,178.5,174.050003,176.970001,165.638123,1398310.0,1.7573605596577984
2010-03-29,176.449997,181.199997,175.100006,180.080002,168.548965,2078100.0,-2.643266852029468
2010-03-30,180.600006,180.600006,174.25,175.320007,164.093781,1270730.0,2.213090260713937
2010-03-31,177.5,179.779999,175.0,179.199997,167.725311,2012990.0,0.6724341630429868
2010-04-01,179.5,181.199997,178.009995,180.404999,168.853165,1676080.0,2.0869704392171466
2010-04-05,181.0,185.300003,180.0,184.169998,172.377106,1464850.0,-1.0778085581561365
2010-04-06,182.800003,184.880005,181.035004,182.184998,170.519196,915050.0,-1.3722315379666992
2010-04-07,181.199997,181.199997,179.014999,179.684998,168.179276,1813120.0,-1.2967148209000774
2010-04-08,181.0,182.095001,176.800003,177.354996,165.998459,1480810.0,-0.2283549993708684
2010-04-09,177.990005,179.699997,176.5,176.949997,165.61937,899640.0,1.5880181111277485
2010-04-12,178.485001,181.949997,178.130005,179.759995,168.249466,2378590.0,-1.03748945920921
2010-04-13,180.199997,181.440002,177.0,177.895004,166.503876,769190.0,1.1467404672027817
2010-04-15,180.399994,181.899994,178.115005,179.934998,168.413254,1035670.0,0.5196304278726152
2010-04-16,181.975006,181.975006,179.100006,180.869995,169.288376,829140.0,-2.521146196747549
2010-04-19,178.899994,179.100006,174.899994,176.309998,165.02037,812290.0,2.0929057012410563
2010-04-20,177.770004,181.470001,174.559998,180.0,168.474091,1567020.0,-2.969444999999998
2010-04-21,181.300003,181.300003,174.0,174.654999,163.471329,2602980.0,-2.1470899896773066
2010-04-22,174.654999,174.654999,170.009995,170.904999,159.961426,6015500.0,-1.456953286661904
2010-04-23,171.514999,171.800003,167.699997,168.414993,157.630936,2977230.0,-4.809542699087377
2010-04-26,169.0,169.0,158.399994,160.315002,150.049561,8794320.0,-0.44599444286566836
2010-04-27,159.705002,162.699997,157.690002,159.600006,149.380386,6763620.0,1.697989911103136
2010-04-28,158.0,163.300003,157.110001,162.309998,151.916824,4522590.0,-2.196416144370859
2010-04-29,162.660004,163.300003,157.815002,158.744995,148.580093,4617420.0,-1.0236543205661384
2010-04-30,159.199997,160.5,151.100006,157.119995,147.059158,3013200.0,0.14002100751086757
2010-05-03,157.399994,159.5,156.199997,157.339996,147.265091,1296650.0,-1.0200807428519334
2010-05-04,157.899994,159.380005,155.100006,155.735001,145.762848,1499840.0,-1.8204045216527904
2010-05-05,155.0,156.800003,152.199997,152.899994,143.10939,2016300.0,2.043819570064862
2010-05-06,152.899994,156.899994,151.600006,156.024994,146.034256,4462350.0,-1.8041897825677868
2010-05-07,155.0,158.399994,152.220001,153.210007,143.399551,3046990.0,1.0606356802790304
2010-05-10,155.800003,157.869995,153.539993,154.835007,144.920486,1827250.0,-0.6490812507277394
2010-05-11,155.0,156.589996,153.360001,153.830002,143.979843,998470.0,1.732427332348329
2010-05-12,154.0,159.0,153.440002,156.494995,146.474167,1291230.0,0.7699939541197516
2010-05-13,158.699997,159.0,156.0,157.699997,147.602036,999830.0,0.9480088956501425
2010-05-14,157.5,159.990005,156.800003,159.195007,149.001297,2244930.0,-0.716111655436535
2010-05-17,158.190002,158.899994,155.029999,158.054993,147.93428,1271080.0,-1.2875195913614674
2010-05-18,158.199997,159.5,155.009995,156.020004,146.029587,1740050.0,-0.2820164009225334
2010-05-19,156.5,156.5,154.800003,155.580002,145.617752,1540500.0,0.5206305370789116
2010-05-20,156.399994,157.979996,154.0,156.389999,146.375885,1005990.0,-1.1477703251344051
2010-05-21,154.399994,156.0,152.0,154.595001,144.695862,2411990.0,0.14554545654423043
2010-05-24,155.149994,156.5,152.0,154.820007,144.906418,3036590.0,2.5319712070546494
2010-05-25,153.600006,160.904999,153.199997,158.740005,148.575439,5335890.0,-1.1402368293991174
2010-05-26,160.399994,162.059998,155.179993,156.929993,146.881317,6726850.0,4.1961424161919085
2010-05-27,158.199997,164.899994,157.785004,163.514999,153.044647,6044350.0,-0.2140513115863941
2010-05-28,165.0,165.0,162.149994,163.164993,152.717087,1666830.0,1.9918488275239283
2010-05-31,162.0,167.399994,160.904999,166.414993,155.758987,1343930.0,1.0065216900258522
2010-06-01,166.899994,172.559998,165.705002,168.089996,157.326721,3651750.0,0.09518948409040742
2010-06-02,168.5,169.865005,165.130005,168.25,157.476471,2331720.0,1.2124772659732599
2010-06-03,169.100006,171.434998,169.100006,170.289993,159.385864,1739370.0,0.11157613941530325
2010-06-04,169.304993,171.75,169.304993,170.479996,159.56366,665870.0,-0.6129739702715575
2010-06-07,168.199997,170.300003,166.289993,169.434998,158.585587,601010.0,-0.4219889683004045
2010-06-08,168.604996,170.585007,167.5,168.720001,157.916382,986960.0,-0.020746206610079986
2010-06-09,169.990005,169.990005,166.630005,168.684998,157.883636,1063870.0,0.9247988964614275
2010-06-10,170.5,170.994995,168.535004,170.244995,159.34375,1161850.0,-1.174777561008475
2010-06-11,171.899994,172.414993,166.615005,168.244995,157.471771,2286930.0,1.1619971221135033
2010-06-14,168.5,170.789993,166.804993,170.199997,159.30162,1392880.0,-0.029378966440289537
2010-06-15,169.800003,170.5,168.110001,170.149994,159.254807,804690.0,0.07640611494820931
2010-06-16,168.600006,170.889999,168.0,170.279999,159.37648,1175680.0,-0.23784296592578888
2010-06-17,170.589996,172.0,168.5,169.875,158.997421,1508370.0,0.8594596026490009
2010-06-18,170.199997,172.184998,168.800003,171.335007,160.363937,1151500.0,2.401721675010645
2010-06-21,171.699997,176.199997,171.699997,175.449997,164.215408,1726010.0,0.4075212380881451
2010-06-22,177.300003,178.389999,174.914993,176.164993,164.884659,1914680.0,2.1343684326658443
2010-06-23,177.5,180.800003,176.300003,179.925003,168.403885,1348760.0,0.5863515255853552
2010-06-24,180.5,182.5,177.5,180.979996,169.391342,1986600.0,-1.0581246780445321
2010-06-25,180.699997,181.850006,178.199997,179.065002,167.598984,760880.0,0.005581771919899528
2010-06-28,177.554993,181.25,177.5,179.074997,167.608322,855650.0,-1.8930610396715457
2010-06-29,179.0,181.0,175.309998,175.684998,164.435394,924660.0,1.6079898865354436
2010-06-30,176.5,179.899994,174.199997,178.509995,167.079498,2114880.0,-1.8178231420599247
2010-07-01,178.0,178.199997,174.300003,175.264999,164.042297,570070.0,0.17972955341757574
2010-07-02,175.264999,177.580002,175.0,175.580002,164.337097,1286100.0,-0.8884827327886733
2010-07-05,174.199997,176.699997,173.529999,174.020004,162.876999,378780.0,3.427765120612232
2010-07-06,175.0,180.860001,173.604996,179.985001,168.460052,2168640.0,-1.5806883819169033
2010-07-07,178.554993,179.884995,176.399994,177.139999,165.797211,667150.0,-1.0500169416846306
2010-07-08,179.0,179.684998,174.229996,175.279999,164.05632,827260.0,-0.5904860827846165
2010-07-09,175.279999,176.300003,173.5,174.244995,163.087585,2182320.0,-0.017216563379611128
2010-07-12,174.600006,175.794998,172.800003,174.214996,163.059525,955700.0,-0.02870189200016042
2010-07-13,174.0,175.699997,172.755005,174.164993,163.012726,1605890.0,0.15502828401342258
2010-07-14,175.490005,175.695007,173.649994,174.434998,163.265427,1397340.0,0.20638060258984567
2010-07-15,174.434998,178.0,173.0,174.794998,163.602371,3518620.0,-0.4405183265026841
2010-07-16,175.869995,175.955002,173.014999,174.024994,162.881668,1936080.0,-1.1751174087096896
2010-07-19,173.300003,173.300003,169.729996,171.979996,160.967621,3730250.0,0.1977038073660637
2010-07-20,171.899994,174.309998,170.990005,172.320007,161.285873,2614680.0,-0.3772104071467519
2010-07-21,173.0,173.0,171.100006,171.669998,160.67749,3286470.0,1.7941411055413465
2010-07-22,171.104996,175.25,171.0,174.75,163.560257,710800.0,-0.40057052932760867
2010-07-23,176.0,176.389999,173.410004,174.050003,162.905106,970690.0,1.1117483290132477
2010-07-26,175.699997,176.399994,174.0,175.985001,164.716156,645750.0,0.8580242585559764
2010-07-27,176.100006,178.0,176.100006,177.494995,166.129486,1495850.0,1.8282261987161992
2010-07-28,177.994995,181.360001,177.699997,180.740005,169.166733,4418560.0,-1.5298212479301352
2010-07-29,181.0,184.0,176.470001,177.975006,166.578766,3540910.0,-0.6264952731621183
2010-07-30,177.440002,180.494995,175.539993,176.860001,165.535141,1995600.0,0.4410256675278305
2010-08-02,177.0,179.399994,176.210007,177.639999,166.265198,743890.0,0.7290019180871637
2010-08-03,176.554993,179.789993,176.0,178.934998,167.477295,875070.0,-0.6175404545509872
2010-08-04,178.199997,179.5,176.115005,177.830002,166.443024,1061300.0,-0.8406877260227535
2010-08-05,176.554993,178.990005,175.350006,176.335007,165.043777,1100790.0,0.6521643203836552
2010-08-06,175.600006,178.770004,175.600006,177.485001,166.120117,794320.0,-0.42257091910544037
2010-08-09,178.5,178.800003,176.279999,176.735001,165.418167,469770.0,-0.7101055212034718
2010-08-10,177.244995,177.5,175.0,175.479996,164.243515,596950.0,-0.39035674470838677
2010-08-11,175.5,176.490005,173.369995,174.794998,163.602371,967090.0,-0.5549363603642687
2010-08-12,173.5,176.190002,172.699997,173.824997,162.694473,457100.0,0.7277428573751205
2010-08-13,173.975006,175.5,173.505005,175.089996,163.87851,573930.0,-1.998972002946416
2010-08-16,175.509995,176.5,170.5,171.589996,160.602615,1947360.0,-0.5361606279191363
2010-08-17,171.589996,172.449997,170.005005,170.669998,159.741501,1321090.0,3.6503170287726845
2010-08-18,171.399994,177.880005,170.119995,176.899994,165.572617,2243880.0,1.2182018502499237
2010-08-19,178.479996,180.899994,176.014999,179.054993,167.589615,1946970.0,0.10332691476523104
2010-08-20,180.5,181.294998,178.395004,179.240005,167.762772,892410.0,-0.3598549330547052
2010-08-23,180.0,185.699997,176.279999,178.595001,167.159058,792670.0,0.08959041356371163
2010-08-24,179.050003,180.800003,177.524994,178.755005,167.308807,784710.0,-0.005599843204402864
2010-08-25,179.0,180.699997,178.0,178.744995,167.299454,774500.0,-0.3076942098434616
2010-08-26,179.800003,180.300003,175.169998,178.195007,166.784683,1461150.0,-0.48823477977697083
2010-08-27,177.074997,178.300003,175.509995,177.324997,165.970367,1259150.0,-1.2660341395635206
2010-08-30,177.5,178.399994,174.524994,175.080002,163.869125,857050.0,0.6625559668430829
2010-08-31,176.0,178.5,173.660004,176.240005,164.954865,2370990.0,-0.6723853644920178
2010-09-01,175.0,176.199997,174.0,175.054993,163.845734,1677640.0,-0.9882585868316249
2010-09-02,175.199997,176.470001,172.505005,173.324997,162.226501,848250.0,-0.47309506083533065
2010-09-03,173.059998,174.899994,171.5,172.505005,161.459045,1228880.0,0.19999477696313583
2010-09-06,172.899994,174.095001,171.649994,172.850006,161.781921,1086470.0,-0.3326653052010974
2010-09-07,173.5,174.600006,172.0,172.274994,161.243759,1078460.0,1.8052538721899543
2010-09-08,174.0,184.800003,174.0,175.384995,164.154572,10281660.0,-0.4732457300580402
2010-09-09,177.5,177.5,174.100006,174.554993,164.668716,2821520.0,0.5127346887178416
2010-09-13,175.994995,176.199997,174.0,175.449997,165.513062,1988480.0,-0.4588161947930931
2010-09-14,175.669998,175.899994,174.25,174.645004,164.753616,1115330.0,3.404043553401627
2010-09-15,174.850006,181.235001,174.505005,180.589996,170.361938,3631770.0,1.8107343000328753
2010-09-16,181.5,184.899994,177.600006,183.860001,173.446701,3435260.0,1.9308185470965897
2010-09-17,185.5,189.100006,184.509995,187.410004,176.7957,2948770.0,0.14673389580634172
2010-09-20,189.899994,190.300003,185.199997,187.684998,177.055099,4327330.0,2.8718326224453956
2010-09-21,186.990005,194.699997,186.005005,193.074997,182.139832,3406180.0,-0.46613700063918295
2010-09-22,194.899994,198.375,191.470001,192.175003,181.290802,4357790.0,-1.7354010396450938
2010-09-23,194.0,196.389999,188.100006,188.839996,178.144669,3083340.0,1.7369196512797929
2010-09-24,189.994995,194.0,188.100006,192.119995,181.238876,2768870.0,1.2700411531865898
2010-09-27,194.725006,196.195007,193.710007,194.559998,183.540741,1561010.0,1.2566853542011263
2010-09-28,193.399994,197.399994,193.399994,197.005005,185.847229,1674770.0,1.5532585073155787
2010-09-29,197.5,201.5,197.5,200.065002,188.733932,3386350.0,0.9921780322177545
2010-09-30,199.600006,203.475006,199.600006,202.050003,190.606506,3902690.0,0.48750358098236835
2010-10-01,202.300003,204.899994,201.0,203.035004,191.535736,1504270.0,1.6893599292859014
2010-10-04,206.399994,207.0,204.0,206.464996,194.771439,1370400.0,-0.17678057155993934
2010-10-05,208.440002,208.440002,205.110001,206.100006,194.427124,1479130.0,-0.8951969656905281
2010-10-06,207.835007,207.955002,203.710007,204.255005,192.686646,1798630.0,-0.19093779366631175
2010-10-07,204.0,206.5,203.335007,203.865005,192.31871,871910.0,1.263089268312625
2010-10-08,203.899994,207.699997,202.160004,206.440002,194.747864,1636600.0,0.27126428723828794
2010-10-11,207.600006,209.899994,205.660004,207.0,195.276169,874860.0,0.9710120772946877
2010-10-12,209.979996,211.169998,205.199997,209.009995,197.172318,1713680.0,0.7104923379381858
2010-10-13,210.0,211.990005,209.199997,210.494995,198.573196,2669790.0,-0.08788665022652033
2010-10-14,212.0,212.475006,209.514999,210.309998,198.398682,895390.0,-3.0217279541793345
2010-10-15,209.264999,209.994995,203.300003,203.955002,192.40361,2118050.0,0.4682415192739323
2010-10-18,209.899994,209.899994,201.800003,204.910004,193.304535,1463960.0,-0.06100239010292538
2010-10-19,206.699997,206.699997,202.110001,204.785004,193.186615,1176220.0,-0.49564176095627904
2010-10-20,203.199997,206.699997,201.505005,203.770004,192.229111,871870.0,4.083030787985858
2010-10-21,203.149994,213.0,201.639999,212.089996,200.077866,1716380.0,0.8911311403862662
2010-10-22,212.5,214.5,209.630005,213.979996,201.860809,1572580.0,-0.09580428256480922
2010-10-25,215.399994,215.699997,212.899994,213.774994,201.667419,852930.0,-0.4350335755359657
2010-10-26,214.695007,214.699997,211.300003,212.845001,200.790115,910810.0,-1.3789363086803292
2010-10-27,213.199997,213.199997,208.595001,209.910004,198.021347,858140.0,0.9003853861105245
2010-10-28,211.300003,214.5,207.539993,211.800003,199.804321,3223250.0,-0.37535315804504144
2010-10-29,213.0,213.0,209.0,211.005005,199.054337,1900520.0,3.8221851657025825
2010-11-01,216.949997,220.899994,214.899994,219.070007,206.662567,2186570.0,-0.011415985393204183
2010-11-02,217.199997,220.399994,216.615005,219.044998,206.638962,844550.0,2.686660299816572
2010-11-03,219.199997,227.669998,219.199997,224.929993,212.190659,2258390.0,-0.3356555477241278
2010-11-04,227.399994,227.399994,223.199997,224.175003,211.478455,959910.0,2.3731423793044333
2010-11-08,230.5,234.399994,228.5,229.494995,216.497086,1578830.0,1.1634231936082184
2010-11-09,230.199997,234.449997,227.580002,232.164993,219.015915,1343280.0,0.019388797345507025
2010-11-10,232.300003,234.505005,231.0,232.210007,219.05835,621270.0,0.2540786280584426
2010-11-11,232.425003,234.800003,230.854996,232.800003,219.614929,528430.0,-0.2749136562511201
2010-11-12,235.0,238.395004,230.5,232.160004,219.011169,1352140.0,-0.6568784345816875
2010-11-15,229.0,235.410004,227.600006,230.634995,217.572525,1263600.0,-0.10622672417948312
2010-11-16,232.300003,235.0,228.529999,230.389999,217.341415,1300790.0,-0.6467316317840673
2010-11-18,234.800003,234.800003,227.5,228.899994,215.935806,1809430.0,-3.2394028808930337
2010-11-19,230.110001,230.695007,220.199997,221.485001,208.940765,2331080.0,0.7223992562819092
2010-11-22,223.5,224.410004,214.875,223.085007,210.45015,1514060.0,2.0283720814998656
2010-11-23,222.770004,229.899994,219.785004,227.610001,214.718872,1180560.0,-0.12081806545926811
2010-11-24,228.300003,230.399994,225.470001,227.335007,214.459442,1028950.0,-0.14736269808195018
2010-11-25,227.5,237.375,222.600006,227.0,214.143417,1944798.0,-1.7070484581497798
2010-11-26,229.449997,230.725006,220.324997,223.125,210.487885,1297068.0,0.7955155182072795
2010-11-29,226.975006,227.0,221.050003,224.899994,212.162338,830126.0,-0.5002223343767631
2010-11-30,224.75,227.5,221.024994,223.774994,211.101074,1541054.0,0.2457839413460129
2010-12-01,225.0,226.5,222.524994,224.324997,211.619934,1024502.0,0.9472863160229976
2010-12-02,227.399994,229.300003,224.949997,226.449997,213.624542,1755540.0,-1.7663943709392056
2010-12-03,226.5,228.199997,221.5,222.449997,209.851089,1511732.0,2.483708282540463
2010-12-06,227.0,231.5,225.5,227.975006,215.063202,1812332.0,1.6229836177743082
2010-12-07,229.949997,233.875,228.850006,231.675003,218.55365,2249692.0,-1.0683094714365915
2010-12-08,230.024994,231.0,227.0,229.199997,216.218826,1171240.0,-2.0287932202721595
2010-12-09,230.5,232.5,218.175003,224.550003,211.832169,1857606.0,-0.02226809144153242
2010-12-10,226.25,229.5,218.600006,224.5,211.785019,855188.0,0.5567928730512249
2010-12-13,226.774994,227.5,221.350006,225.75,212.964218,1177454.0,0.21041240310077855
2010-12-14,227.899994,229.449997,223.5,226.225006,213.412308,1636232.0,-1.3261133475226872
2010-12-15,227.5,228.550003,222.0,223.225006,210.58223,694932.0,0.7951591229882159
2010-12-16,225.0,225.949997,220.625,225.0,212.256668,1061144.0,-1.5
2010-12-20,226.699997,226.699997,220.5,221.625,209.072876,1002280.0,-3.4066567399887213
2010-12-21,220.0,221.5,211.5,214.074997,201.950455,4454016.0,0.7123713751587774
2010-12-22,217.75,217.75,215.0,215.600006,203.389069,2116514.0,5.044062939404556
2010-12-23,217.25,229.0,215.550003,226.475006,213.648163,1990918.0,4.492764203746167
2010-12-24,221.5,238.0,221.5,236.649994,223.246857,3160432.0,1.0669803777810412
2010-12-27,237.0,242.375,237.0,239.175003,225.628891,1332940.0,1.0243532849459174
2010-12-28,237.75,242.5,235.324997,241.625,227.940094,2234692.0,-0.6104525607863456
2010-12-29,242.5,242.699997,238.300003,240.149994,226.54863,2009792.0,0.4476419016691773
2010-12-30,242.5,244.125,236.600006,241.225006,227.562775,2085146.0,0.5181884004181556
2010-12-31,242.399994,244.800003,239.524994,242.475006,228.741928,1544020.0,0.48458107884322926
2011-01-03,247.5,247.5,242.475006,243.649994,229.850388,902034.0,0.5335534709678686
2011-01-04,243.5,246.0,241.074997,244.949997,231.076813,1572686.0,-0.377629316729489
2011-01-05,245.75,250.0,242.574997,244.024994,230.204178,1925424.0,2.4485221378593733
2011-01-06,245.0,251.5,244.5,250.0,235.840775,1458314.0,-1.3299987999999985
2011-01-07,251.25,255.875,243.449997,246.675003,232.704056,2635206.0,-3.314078402990839
2011-01-10,247.199997,248.0,236.824997,238.5,224.992081,1666680.0,-0.25157484276729875
2011-01-11,236.524994,249.5,234.0,237.899994,224.426071,1573020.0,1.9861311976325684
2011-01-12,238.649994,244.199997,230.699997,242.625,228.883453,1608252.0,-0.4430693456980922
2011-01-13,240.5,243.975006,237.074997,241.550003,227.869339,1721388.0,-1.7180744973950637
2011-01-14,242.699997,249.074997,235.0,237.399994,223.954391,1246698.0,-1.979779746750961
2011-01-17,237.5,242.0,231.574997,232.699997,219.520554,1128790.0,4.071768853525171
2011-01-18,233.0,243.925003,233.0,242.175003,228.458984,1368432.0,0.02064746541987399
2011-01-19,242.649994,244.5,235.225006,242.225006,228.506134,3230998.0,0.8153538862952855
2011-01-20,242.0,248.175003,238.399994,244.199997,230.369247,2944744.0,-0.6244856751574785
2011-01-21,241.75,246.0,241.074997,242.675003,228.930618,704542.0,-0.12362336305400347
2011-01-24,244.5,245.899994,241.0,242.375,228.647614,830160.0,-2.2795230531201622
2011-01-25,243.75,245.800003,235.574997,236.850006,223.435532,958186.0,-2.5860248447703227
2011-01-27,239.975006,240.324997,229.050003,230.725006,217.65744,2157790.0,-2.741363890136822
2011-01-28,231.0,231.0,217.774994,224.399994,211.690674,4388842.0,-1.7713864109996318
2011-01-31,214.024994,225.75,214.024994,220.425003,207.940781,2736258.0,-1.7579675387369733
2011-02-01,222.850006,222.850006,211.149994,216.550003,204.285263,2416064.0,0.8081274420485692
2011-02-02,215.875,220.875,215.0,218.300003,205.936157,1399010.0,0.16032569637664576
2011-02-03,216.524994,220.25,214.074997,218.649994,206.266327,2141106.0,-4.745026427944929
2011-02-04,216.0,223.425003,205.5,208.274994,196.478958,2490052.0,-1.5484292847945005
2011-02-07,208.0,209.350006,203.175003,205.050003,193.436569,1371256.0,-3.2065334814942656
2011-02-08,209.0,209.0,197.225006,198.475006,187.233978,4643116.0,3.287564581305513
2011-02-09,197.5,210.75,196.574997,205.0,193.389435,3388248.0,1.7439009756097543
2011-02-10,202.050003,212.375,202.050003,208.574997,196.761948,3224370.0,0.2636955569511545
2011-02-11,206.625,211.625,206.625,209.125,197.280807,1546260.0,1.805137597130899
2011-02-14,208.75,214.949997,207.550003,212.899994,200.841965,2292580.0,-0.45795726983439405
2011-02-15,212.050003,213.5,207.125,211.925003,199.922195,1478946.0,-1.545362252513457
2011-02-16,210.125,218.25,205.324997,208.649994,196.832703,1920568.0,1.713401439158448
2011-02-17,209.5,214.725006,205.725006,212.225006,200.205231,3443260.0,0.38873694271446796
2011-02-18,211.649994,214.975006,211.524994,213.050003,200.983521,2322296.0,1.0091499505869486
2011-02-21,211.050003,216.199997,211.050003,215.199997,203.011734,1551622.0,-3.241166866744886
2011-02-22,214.800003,214.800003,206.0,208.225006,196.431778,2528846.0,-0.06003121450264239
